sentiment,reviews,type_product,aspect,normalized_text,tokenized_text
4,"sách chất lượng tốt, đẹp",0,[2],"sách chất lượng tốt, đẹp","sách chất_lượng tốt , đẹp"
1,"Đóng gói k cẩn thận, k có chống sốc, sách bị nhăn",0,[4],"đóng gói không cẩn thận, không có chống sốc, sách bị nhăn","đóng_gói không cẩn_thận , không có chống sốc , sách bị nhăn"
4,Ko seal hơi móp,0,[0],không seal hơi móp,không seal hơi móp
1,sách bị cong và gập ở mép sách,0,[0],sách bị cong và gập ở mép sách,sách bị cong và gập ở mép sách
4,"mình không biết sao sách ko có bookcare nhỉ, mình có mua gói bọc bookcare?",0,[0],"mình không biết sao sách không có bookcare nhỉ, mình có mua gói bọc bookcare?","mình không biết sao sách không có bookcare nhỉ , mình có mua gói bọc bookcare ?"
4,đóng gói sơ sài nhưng hên là không bị hư hỏng gì một số chỗ dơ còn lại tốt,0,"[2, 4]",đóng gói sơ sài nhưng hên là không bị hư hỏng gì một số chỗ dơ còn lại tốt,đóng_gói sơ_sài nhưng hên là không bị hư_hỏng gì một_số chỗ dơ còn lại tốt
3,Tiki không bọc cho mình Nhưng tất cả vẫn ổn nhe,0,[2],tiki không bọc cho mình nhưng tất cả vẫn ổn nhe,tiki không bọc cho mình nhưng tất_cả vẫn ổn_nhe
4,sách bị hư nhẹ ở phần đầu,0,[2],sách bị hư nhẹ ở phần đầu,sách bị hư nhẹ ở phần đầu
1,"Tiki không bọc gì, để trong hộp bìa các tông, quá tệ",0,[0],"tiki không bọc gì, để trong hộp bìa các tông, quá tệ","tiki không bọc gì , để trong hộp bìa các_tông , quá tệ"
1,"Sách mua mới mà đóng gói làm sao bị rách hết một góc của quyển sách, mất giá trị",0,"[2, 3, 4]","sách mua mới mà đóng gói làm sao bị rách hết một góc của quyển sách, mất giá trị","sách mua mới mà đóng_gói làm_sao bị rách hết một góc của quyển sách , mất giá_trị"
3,giao hàng không bọc truyện bị móp gãy góc,0,[4],giao hàng không bọc truyện bị móp gãy góc,giao hàng không bọc truyện bị móp gãy_góc
4,sách móp góc nên mình khá buồn ?,0,[0],sách móp góc nên mình khá buồn ?,sách móp góc nên mình khá buồn ?
4,......,0,[0],......,... ...
4,hơi thất vọng,0,[0],hơi thất vọng,hơi thất_vọng
2,"Mình vốn dĩ rất dễ tính, nhưng sách mình nhận dc lại bị nhăn phí đầu bìa còn bị rách nữa. Rât smong tiki khắc phục lỗi này",0,"[2, 3]","mình vốn dĩ rất dễ tính, nhưng sách mình nhận được lại bị nhăn phí đầu bìa còn bị rách nữa. rât smong tiki khắc phục lỗi này","mình vốn_dĩ rất dễ_tính , nhưng sách mình nhận được lại bị nhăn phí đầu bìa còn bị rách nữa . rât smong tiki khắc_phục lỗi này"
3,"Tại sao lại ko bao sách lại cho khách chứ, bị lấm lem, rồi tróc.",0,[2],"tại sao lại không bao sách lại cho khách chứ, bị lấm lem, rồi tróc.","tại_sao lại không bao sách lại cho khách chứ , bị lấm_lem , rồi tróc ."
4,đóng gói tệ!,0,[4],đóng gói tệ!,đóng_gói tệ !
4,đóng gói sơ sài,0,[4],đóng gói sơ sài,đóng_gói sơ_sài
4,truyện rất hay và ý nghĩa,0,[2],truyện rất hay và ý nghĩa,truyện rất hay và ý_nghĩa
1,"Giao hàng sách ướt, lem hết.",0,[4],"giao hàng sách ướt, lem hết.","giao hàng sách ướt , lem hết ."
4,đóng gói cẩn thận giao hàng siêu nhanh,0,[4],đóng gói cẩn thận giao hàng siêu nhanh,đóng_gói cẩn_thận giao hàng siêu nhanh
3,Sách hở keo ko chắc chắn,0,[2],sách hở keo không chắc chắn,sách hở keo không chắc_chắn
1,"Hộp hàng bị ướt, ướt cả sách bên trong",0,[0],"hộp hàng bị ướt, ướt cả sách bên trong","hộp hàng bị ướt , ướt cả sách bên trong"
5,Văn phong dịch thuật rất dễ thương.,0,[2],văn phong dịch thuật rất dễ thương.,văn_phong dịch_thuật rất dễ_thương .
1,"Lỗi in 6 trang, thất vọng",0,[3],"lỗi in 6 trang, thất vọng","lỗi in 6 trang , thất_vọng"
4,"Bìa sách bị cong, gấp nếp",0,[0],"bìa sách bị cong, gấp nếp","bìa sách bị cong , gấp nếp"
1,sách bị gãy hết. quá bực mình,0,[0],sách bị gãy hết. quá bực mình,sách bị gãy hết . quá bực_mình
4,"Giao hàng sớm , sách tốt phát huy nha tiki",0,"[2, 4]","giao hàng sớm , sách tốt phát huy nha tiki","giao hàng sớm , sách tốt phát_huy nha_tiki"
4,Nhân văn,0,[0],nhân văn,nhân_văn
3,sách bị nhăn ở góc.......,0,[0],sách bị nhăn ở góc.......,sách bị nhăn ở góc ... ... .
4,Hơi nhăn í,0,[0],hơi nhăn í,hơi nhăn í
1,Không thích cách đóng gói và thái độ của shipper.Sách rất ok.,0,"[1, 4]",không thích cách đóng gói và thái độ của shipper.sách rất ok.,không thích cách đóng_gói và thái_độ của shipper . sách rất ok .
4,"Nhẹ nhàng, ko quá xuất sắc hay bất ngờ. Thông điệp cũng ko quá to tát. Nói chung đọc được.",0,[2],"nhẹ nhàng, không quá xuất sắc hay bất ngờ. thông điệp cũng không quá to tát. nói chung đọc được.","nhẹ_nhàng , không quá xuất_sắc hay bất_ngờ . thông_điệp cũng không quá to_tát . nói_chung đọc được ."
2,"sách nhớp, bị nguyên mảng đen.",0,[0],"sách nhớp, bị nguyên mảng đen.","sách nhớp , bị nguyên mảng đen ."
3,không bọc nilon như đơn hàng đã đặt,0,"[2, 4]",không bọc nilon như đơn hàng đã đặt,không bọc nilon như đơn hàng đã đặt
2,Bìa bẩn và cũ quá và bọc sách cũng bị bóc ra rồi. Không hài lòng chút nào. ??,0,[2],bìa bẩn và cũ quá và bọc sách cũng bị bóc ra rồi. không hài lòng chút nào. ??,bìa bẩn và cũ quá và bọc sách cũng bị bóc ra rồi . không hài_lòng chút nào . ? ?
4,đọc cũng được,0,[2],đọc cũng được,đọc cũng được
4,nội dung hấp dẫn,0,[2],nội dung hấp dẫn,nội_dung hấp_dẫn
4,Sách không mới,0,[2],sách không mới,sách không mới
4,Sách đẹp!!,0,[2],sách đẹp!!,sách đẹp ! !
2,quá thất vọng về vận chuyển của tiki sách,0,[4],quá thất vọng về vận chuyển của tiki sách,quá thất_vọng về vận_chuyển của tiki sách
1,NV giao hàng bố đời......,0,[4],nhân viên giao hàng bố đời......,nhân_viên giao hàng bố đời ... ...
4,"bìa hơi méo một chút, cho 4 sao",0,[0],"bìa hơi méo một chút, cho 4 sao","bìa hơi méo một_chút , cho 4 sao"
4,"Cốt truyện hay, nhẹ nhàng, có liên kết chăjt chẽ",0,[2],"cốt truyện hay, nhẹ nhàng, có liên kết chăjt chẽ","cốt_truyện hay , nhẹ_nhàng , có liên_kết chăjt chẽ"
4,"Sách hơi xước, giao hàng nhanh",0,[4],"sách hơi xước, giao hàng nhanh","sách hơi xước , giao hàng nhanh"
3,bọc sách không cẩn thận khiến gáy sách bị nhăn,0,[0],bọc sách không cẩn thận khiến gáy sách bị nhăn,bọc sách không cẩn_thận khiến gáy sách bị nhăn
3,"gói hàng cho quyển này ẩu, kh có bọc, sách xước, bẩn, móp mép",0,[4],"gói hàng cho quyển này ẩu, không có bọc, sách xước, bẩn, móp mép","gói hàng cho quyển này ẩu , không có bọc , sách xước , bẩn , móp mép"
4,Bìa hơi cũ và bụi,0,[2],bìa hơi cũ và bụi,bìa hơi cũ và bụi
4,"Sách mới, đang đọc, cũng thấy hay",0,[2],"sách mới, đang đọc, cũng thấy hay","sách mới , đang đọc , cũng thấy hay"
3,tiki bảo sách được bọc book care nhưng mình mua 4 cuốn thì không có quyển nào được bọc cả.,0,[2],tiki bảo sách được bọc book care nhưng mình mua 4 cuốn thì không có quyển nào được bọc cả.,tiki bảo sách được bọc book care nhưng mình mua 4 cuốn thì không có quyển nào được bọc cả .
4,sách ok mỗi tội đóng gói không ổn lắm.,0,[4],sách tốt mỗi tội đóng gói không ổn lắm.,sách tốt mỗi tội đóng_gói không ổn lắm .
4,Bụi lắm nhưng giao nhanh,0,"[2, 4]",bụi lắm nhưng giao nhanh,bụi lắm nhưng giao nhanh
2,Không chêm lót sách khi vận chuyển,0,[4],không chêm lót sách khi vận chuyển,không chêm lót sách khi vận_chuyển
4,nô i dung sa ch thư c sư thu vi . tiki giao ha ng nhanh,0,"[2, 4]",nô i dung sa cấu hình thư c sư thu vi . tiki giao ha ng nhanh,nô i dung sa cấu_hình thư c sư thu_vi . tiki giao ha ng nhanh
3,sách hơi bụi vs bị trớt bìa 1 tí,0,[0],sách hơi bụi với bị trớt bìa 1 tí,sách hơi bụi với bị trớt bìa 1 tí
4,Lâu rồi mới tìm sách đọc hên là nó làm mình thích,0,[2],lâu rồi mới tìm sách đọc hên là nó làm mình thích,lâu rồi mới tìm sách đọc hên là nó làm mình thích
4,sách hơi trầy xước nhưng chấp nhận được,0,[2],sách hơi trầy xước nhưng chấp nhận được,sách hơi trầy_xước nhưng chấp_nhận được
4,Nội dung tuyệt vời nhưng buồn nhẹ là k có bookmark,0,[2],nội dung tuyệt vời nhưng buồn nhẹ là không có bookmark,nội_dung tuyệt_vời nhưng buồn nhẹ là không có bookmark
4,Cũng được,0,[2],cũng được,cũng được
2,"gáy có vết đen bẩn, gáy quăn",0,[0],"gáy có vết đen bẩn, gáy quăn","gáy có vết đen bẩn , gáy quăn"
4,"sách đẹp ,mới , ship nhanh nhưng hơi ẩm",0,"[2, 4]","sách đẹp ,mới , giao hàng nhanh nhưng hơi ẩm","sách đẹp , mới , giao hàng nhanh nhưng hơi ẩm"
4,sa ch cong vênh,0,[0],sa cấu hình cong vênh,sa cấu_hình cong vênh
1,sách gãy bìa,0,[0],sách gãy bìa,sách gãy bìa
4,Sản phẩm đúng như quảng cáo,0,[2],sản phẩm đúng như quảng cáo,sản_phẩm đúng như quảng_cáo
4,Sách rất ý nghĩa. Tiki giao hàng nhanh và chất lượng sách tốt,0,"[2, 4]",sách rất ý nghĩa. tiki giao hàng nhanh và chất lượng sách tốt,sách rất ý_nghĩa . tiki giao hàng nhanh và chất_lượng sách tốt
4,khá ổn,0,[0],khá ổn,khá ổn
4,"Sách mới, giấy sách đẹp, chứ in rõ nét.",0,[2],"sách mới, giấy sách đẹp, chứ in rõ nét.","sách mới , giấy sách đẹp , chứ in rõ nét ."
4,Cần chú ý khi đóng gói sp,0,[4],cần chú ý khi đóng gói sản phẩm,cần chú_ý khi đóng_gói sản_phẩm
4,M đặt mua quyển mới tái bản nhưng tiki lại giao mình quyển cũ,0,"[2, 4]",mình đặt mua quyển mới tái bản nhưng tiki lại giao mình quyển cũ,mình đặt mua quyển mới tái_bản nhưng tiki lại giao mình quyển cũ
3,"Đánh giá không tính điểm Chưa ổn, sách bị méo nhiều",0,"[2, 3]","đánh giá không tính điểm chưa ổn, sách bị méo nhiều","đánh_giá không tính điểm chưa ổn , sách bị méo nhiều"
1,Đánh giá không tính điểm Nhồi nhét sách vào thùng bìa cát tông thì chí ít cũng lấy cái túi nilong rẻ rách đầy ngoài chợ bọc tạm nó vào cho đỡ bị quăn mép và gáy sách,0,"[2, 3]",đánh giá không tính điểm nhồi nhét sách vào thùng bìa cát tông thì chí ít cũng lấy cái túi nilong rẻ rách đầy ngoài chợ bọc tạm nó vào cho đỡ bị quăn mép và gáy sách,đánh_giá không tính điểm nhồi_nhét sách vào thùng bìa cát tông thì chí_ít cũng lấy cái túi nilong rẻ rách đầy ngoài chợ bọc tạm nó vào cho đỡ bị quăn mép và gáy sách
3,Đánh giá không tính điểm Cảm giác bị chọc ra check bên trong.,0,[3],đánh giá không tính điểm cảm giác bị chọc ra kiểm tra bên trong.,đánh_giá không tính điểm cảm_giác bị chọc ra kiểm_tra bên trong .
3,"Đánh giá không tính điểm Đóng gói chưa tốt, sách bị dập bìa",0,"[2, 3, 4]","đánh giá không tính điểm đóng gói chưa tốt, sách bị dập bìa","đánh_giá không tính điểm đóng_gói chưa tốt , sách bị dập bìa"
3,"Đánh giá không tính điểm Đóng gói sơ xài, không bao bọc kĩ",0,"[3, 4]","đánh giá không tính điểm đóng gói sơ xài, không bao bọc kĩ","đánh_giá không tính điểm đóng_gói sơ xài , không bao_bọc kĩ"
3,Đánh giá không tính điểm Sách bị móp vài chỗ nhất kà các góc cạnh,0,[3],đánh giá không tính điểm sách bị móp vài chỗ nhất kà các góc cạnh,đánh_giá không tính điểm_sách bị móp vài chỗ nhất kà các góc_cạnh
3,"Đánh giá không tính điểm Sách đã seal mà shop còn k có bọc chống sốc các thứ chỉ bọc duy nhất MÀNG BỌC THỰC PHẨM mà lại còn rất ít, sách về rất là cộm bìa sách. Mong shop lần sau nghĩ đến độc giả, mà bọc hàng cẩn thận, tiền có phải trên trời rơi xuống đâu. Rất khó chịu về đơn hàng lân này P s Bọc sách này là nhà trồng, chứ k co từ phía shop Thu gọn",0,"[1, 2, 3, 4]","đánh giá không tính điểm sách đã seal mà cửa hàng còn không có bọc chống sốc các thứ chỉ bọc duy nhất màng bọc thực phẩm mà lại còn rất ít, sách về rất là cộm bìa sách. mong cửa hàng lần sau nghĩ đến độc giả, mà bọc hàng cẩn thận, tiền có phải trên trời rơi xuống đâu. rất khó chịu về đơn hàng lân này p s bọc sách này là nhà trồng, chứ không co từ phía cửa hàng","đánh_giá không tính điểm_sách đã seal mà cửa_hàng còn không có bọc chống sốc các thứ chỉ bọc duy_nhất màng bọc thực_phẩm mà_lại còn rất ít , sách về rất là cộm bìa sách . mong cửa_hàng lần sau nghĩ đến độc_giả , mà bọc hàng cẩn_thận , tiền có phải trên trời rơi xuống đâu . rất khó_chịu về đơn hàng lân này p s bọc sách này là nhà trồng , chứ không co từ phía cửa_hàng"
5,"Sách của tác giả Fredrik Backman thì nội dung k phải bàn cãi rồi. Đã đọc qua 3 cuốn Ông Ove, Britt Marie, Bà Ngoại thì tìm đến cuốn này là tất nhiên Giao nhanh hơn mình mong đợi, bọc chống sốc đầy đủ, sách thẳng thớm, chỉ có bọc bookcare hơi nhăn 1 góc nhưng k sao. Thu gọn",0,"[2, 4]","sách của tác giả fredrik backman thì nội dung không phải bàn cãi rồi. đã đọc qua 3 cuốn ông ove, britt marie, bà ngoại thì tìm đến cuốn này là tất nhiên giao nhanh hơn mình mong đợi, bọc chống sốc đầy đủ, sách thẳng thớm, chỉ có bọc bookcare hơi nhăn 1 góc nhưng không sao.","sách của tác_giả fredrik backman thì nội_dung không phải bàn_cãi rồi . đã đọc qua 3 cuốn ông ove , britt marie , bà ngoại thì tìm đến cuốn này là tất_nhiên giao nhanh hơn mình mong_đợi , bọc chống sốc đầy_đủ , sách thẳng_thớm , chỉ có bọc bookcare hơi nhăn 1 góc nhưng không sao ."
5,"Mới đặt có 2 ngày thôi mà shop đã giao tới liền ớ, 10 điểm cho đvvc. Sách được bọc kĩ càng chống sốc nên không bị biến dạng hay gãy góc gì cả. Nội dung sách cũng rất hay nữa, đọc cuốn dã man á, mng nên mua nha Thu gọn",0,"[1, 2, 4]","mới đặt có 2 ngày thôi mà cửa hàng đã giao tới liền ớ, 10 điểm cho đvvc. sách được bọc kĩ càng chống sốc nên không bị biến dạng hay gãy góc gì cả. nội dung sách cũng rất hay nữa, đọc cuốn dã man á, mọi người nên mua nha","mới đặt có 2 ngày thôi mà cửa_hàng đã giao tới liền ớ , 10 điểm cho đvvc . sách được bọc kĩ_càng chống sốc nên không bị biến_dạng hay gãy_góc gì cả . nội_dung sách cũng rất hay nữa , đọc cuốn dã_man á , mọi người nên mua nha"
5,Giao hàng siêu nhanh Bị vênh góc trên hơi bùn,0,[4],giao hàng siêu nhanh bị vênh góc trên hơi bùn,giao hàng siêu nhanh bị vênh góc trên hơi bùn
5,Độ bảo chứng của tác giả thì sau 3 tác phẩm ra mắt trước đó từ NXB Trè là khỏi phải bàn rồi. Lần này câu chuyện đã nhiều trúc trắc hơn nhưng vẫn giữ được nét hóm hỉnh cùng những thông điệp được truyền tải một cách rất riêng của tác giả. Thu gọn,0,[2],độ bảo chứng của tác giả thì sau 3 tác phẩm ra mắt trước đó từ nxb trè là khỏi phải bàn rồi. lần này câu chuyện đã nhiều trúc trắc hơn nhưng vẫn giữ được nét hóm hỉnh cùng những thông điệp được truyền tải một cách rất riêng của tác giả.,độ bảo_chứng của tác_giả thì sau 3 tác_phẩm ra_mắt trước đó từ nxb trè là khỏi phải bàn rồi . lần này câu_chuyện đã nhiều trúc_trắc hơn nhưng vẫn giữ được nét hóm_hỉnh cùng những thông_điệp được truyền_tải một_cách rất riêng của tác_giả .
5,"Giá rẻ, sách được bọc kín, cảm ơn tiki nhiều ạ. Tài xế cũng dễ thương hihi",0,"[2, 3]","giá rẻ, sách được bọc kín, cảm ơn tiki nhiều ạ. tài xế cũng dễ thương hihi","giá rẻ , sách được bọc kín , cảm_ơn tiki nhiều ạ . tài_xế cũng dễ_thương hihi"
5,"Hay hay hay, sale đậm nên mua nha mn. Tiki giao nhanh cực",0,"[2, 3, 4]","hay hay hay, sale đậm nên mua nha mn. tiki giao nhanh cực","hay hay hay , sale đậm nên mua nha mn . tiki giao nhanh cực"
5,"Hóm hỉnh, dễ thương, nhưng cũng đầy tình nghĩa. Văn phong của Fredrik Backman đúng là khó mà chê được. Đã đọc Người đàn ông mang tên Ove và Britt marie đã ở đây của tác giả nhưng thích cuốn Những kẻ âu...",0,[2],"hóm hỉnh, dễ thương, nhưng cũng đầy tình nghĩa. văn phong của fredrik backman đúng là khó mà chê được. đã đọc người đàn ông mang tên ove và britt marie đã ở đây của tác giả nhưng thích cuốn những kẻ âu...","hóm_hỉnh , dễ_thương , nhưng cũng đầy tình_nghĩa . văn_phong của fredrik backman đúng là khó mà chê được . đã đọc người đàn_ông mang tên ove và britt marie đã ở đây của tác_giả nhưng thích cuốn những kẻ âu ..."
5,"Hay lắm, nếu từng đọc qua Điều kỳ diệu của tiệm tạp hoá Namiya thì nên đọc cuốn này và ngược lại. Mạch truyện rất cuốn",0,[2],"hay lắm, nếu từng đọc qua điều kỳ diệu của tiệm tạp hoá namiya thì nên đọc cuốn này và ngược lại. mạch truyện rất cuốn","hay lắm , nếu từng đọc qua điều kỳ_diệu của tiệm tạp_hoá namiya thì nên đọc cuốn này và ngược_lại . mạch truyện rất cuốn"
5,Shop đóng gói cẩn thận và giao nhanh. Sẽ tiếp tục ủng hộ shop,0,"[1, 4]",cửa hàng đóng gói cẩn thận và giao nhanh. sẽ tiếp tục ủng hộ cửa hàng,cửa_hàng đóng_gói cẩn_thận và giao nhanh . sẽ tiếp_tục ủng_hộ cửa_hàng
5,"Giao hàng rất nhanh chóng, 2 ngày là tới rồi,mua được lúc sale giá rẻ, truyện của tác giả này hay lắm. Vậy là mua full được 4 quyển rồi.",0,"[2, 3, 4]","giao hàng rất nhanh chóng, 2 ngày là tới rồi,mua được lúc sale giá rẻ, truyện của tác giả này hay lắm. vậy là mua full được 4 quyển rồi.","giao hàng rất nhanh_chóng , 2 ngày là tới rồi , mua được lúc sale giá rẻ , truyện của tác_giả này hay lắm . vậy là mua full được 4 quyển rồi ."
5,"Sách bọc nilon bảo quản cẩn thận, không bị gãy góc. Khá dày.",0,[0],"sách bọc nilon bảo quản cẩn thận, không bị gãy góc. khá dày.","sách bọc nilon bảo_quản cẩn_thận , không bị gãy_góc . khá dày ."
5,"Mi nh đa nh gia di ch vu mua ha ng trên Tiki kha nhanh, thuâ n tiê n va co n đươ c khuyê n ma i vơ i gia ca phu hơ p.",0,[0],"mi nhanh đa nhanh gia di cấu hình vu mua ha ng trên tiki kha nhanh, thuâ n tiê n va co n đươ c khuyê n ma i vơ i gia ca phu hơ p.","mi nhanh đa nhanh gia_di_cấu_hình vu mua ha ng trên tiki kha nhanh , thuâ n tiê n va co n đươ c khuyê n ma i vơ i gia ca phu hơ p ."
5,"1 quyển sách rất hay nữa của Backman. mọi người tìm đọc 3 quyển còn lại của ông nhé, sẽ không thất vọng đâu ạ",0,[2],"1 quyển sách rất hay nữa của backman. mọi người tìm đọc 3 quyển còn lại của ông nhé, sẽ không thất vọng đâu ạ","1 quyển sách rất hay nữa của backman . mọi người tìm đọc 3 quyển còn lại của ông nhé , sẽ không thất_vọng đâu ạ"
5,"Những kẻ âu lo giao đúng hạn, còn nguyên seal, sách hay, xịn, mịn, đẹp, cool, ngầu, chất,... Bla bla bla... Bla bla",0,"[2, 4]","những kẻ âu lo giao đúng hạn, còn nguyên seal, sách hay, xịn, mịn, đẹp, cool, ngầu, chất,... bla bla bla... bla bla","những kẻ âu_lo giao đúng hạn , còn nguyên seal , sách hay , xịn , mịn , đẹp , cool , ngầu , chất , ... bla bla bla ... bla bla"
5,sách siêu chất lượng nhee,0,[2],sách siêu chất lượng nhee,sách siêu chất_lượng nhee
5,bìa đẹp giấy đẹp nội dung thì khá hay và liên kết,0,[2],bìa đẹp giấy đẹp nội dung thì khá hay và liên kết,bìa đẹp giấy đẹp nội_dung thì khá hay và liên_kết
5,Sách đẹp rẻ được bọc ni lông cẩn thận,0,"[2, 3]",sách đẹp rẻ được bọc ni lông cẩn thận,sách đẹp rẻ được bọc ni lông cẩn_thận
5,Đóng gói kỹ giao hàng nhanh,0,[4],đóng gói kỹ giao hàng nhanh,đóng_gói kỹ giao hàng nhanh
5,"giao hàng tốt , đóng gói kĩ, chất lượng tốt",0,"[2, 4]","giao hàng tốt , đóng gói kĩ, chất lượng tốt","giao hàng tốt , đóng_gói kĩ , chất_lượng tốt"
5,Sách bọc cẩn thận trông siêu mới,0,"[2, 4]",sách bọc cẩn thận trông siêu mới,sách bọc cẩn_thận trông siêu mới
5,"Rất hay, giao hàng đúng hẹn, sản phẩm không bị hỏng, rách",0,"[2, 4]","rất hay, giao hàng đúng hẹn, sản phẩm không bị hỏng, rách","rất hay , giao hàng đúng hẹn , sản_phẩm không bị hỏng , rách"
5,Mới mua chưa đọc nên chưa review được.nhưng giao hàng khá nhanh.,0,"[2, 4]",mới mua chưa đọc nên chưa đánh giá được.nhưng giao hàng khá nhanh.,mới mua chưa đọc nên chưa đánh_giá được . nhưng giao hàng khá nhanh .
5,Sách giao nhanh tình trạng tốt còn nguyên bọc,0,"[2, 4]",sách giao nhanh tình trạng tốt còn nguyên bọc,sách giao nhanh tình_trạng tốt còn nguyên bọc
5,Rất dễ thương và chữa lành.,0,[2],rất dễ thương và chữa lành.,rất dễ_thương và chữa lành .
5,Sách bác Keigo thì khỏi bàn,0,[0],sách bác keigo thì khỏi bàn,sách bác keigo thì khỏi bàn
5,"Nội dung hay, ý nghĩa,",0,[2],"nội dung hay, ý nghĩa,","nội_dung hay , ý_nghĩa ,"
5,Hay!!!,0,[2],hay!!!,hay ! ! !
2,"Giao chậm, sách móp 1 góc",0,[4],"giao chậm, sách móp 1 góc","giao chậm , sách móp 1 góc"
5,"Sản phẩm chất lượng, đóng gói cẩn thận, nhân viên giao hàng thân thiện và rất tốt",0,"[1, 2, 4]","sản phẩm chất lượng, đóng gói cẩn thận, nhân viên giao hàng thân thiện và rất tốt","sản_phẩm_chất_lượng , đóng_gói cẩn_thận , nhân_viên giao hàng thân_thiện và rất tốt"
5,"Sách hay, mang lại tư duy mới mẻ, cho người trẻ dám nghĩ dám làm. Đặc biệt là tư duy bền vững, sống có trách nhiệm với môi trường, xã hội và bản thân",0,"[2, 3]","sách hay, mang lại tư duy mới mẻ, cho người trẻ dám nghĩ dám làm. đặc biệt là tư duy bền vững, sống có trách nhiệm với môi trường, xã hội và bản thân","sách hay , mang lại tư_duy mới_mẻ , cho người trẻ dám nghĩ dám làm . đặc_biệt là tư_duy bền_vững , sống có trách_nhiệm với môi_trường , xã_hội và bản_thân"
5,Trước giờ mua sách từ Tiki trade chưa bao giờ thất vọng,0,[2],trước giờ mua sách từ tiki trade chưa bao giờ thất vọng,trước giờ mua sách từ tiki trade chưa bao_giờ thất_vọng
5,Đóng gói sản phẩm tốt. Giao hàng nhanh chóng.,0,"[2, 4]",đóng gói sản phẩm tốt. giao hàng nhanh chóng.,đóng_gói sản_phẩm tốt . giao hàng nhanh_chóng .
5,Sách rất hữu ích. Nên đọc,0,[0],sách rất hữu ích. nên đọc,sách rất hữu_ích . nên đọc
5,"Sách hay, triết lý kinh doanh mới mẻ",0,[2],"sách hay, triết lý kinh doanh mới mẻ","sách hay , triết_lý kinh_doanh mới_mẻ"
4,Sách được bọc cẩn thận và không có trầy xước nhưng muh vận chuyển hơi lâu xí tiệm ạ.,0,"[2, 4]",sách được bọc cẩn thận và không có trầy xước nhưng muh vận chuyển hơi lâu xí tiệm ạ.,sách được bọc cẩn_thận và không có trầy_xước nhưng muh vận_chuyển hơi lâu xí tiệm ạ .
5,"Đọc được 1 3 cuốn sách, mình có được góc nhìn rộng hơn về tiền và cách đầu tư cũng như kiếm tiền. Rút được bài học của những người đi trước, có nhiều lời khuyên bổ ích để tăng cường thu nhập cá nhân. Về cơ bản thì đây là cuốn sách đáng mua, với giá thành rẻ, bao bì đẹp, lỗi chính tả hầu như không gặp, vận chuyển thì không có bọc gói, gáy sách hơi lỗi nma chấp nhận được. Giao hàng cũng nhanh và ổn. Kết luận Nên mua. Thu gọn",0,"[2, 3, 4]","đọc được 1 3 cuốn sách, mình có được góc nhìn rộng hơn về tiền và cách đầu tư cũng như kiếm tiền. rút được bài học của những người đi trước, có nhiều lời khuyên bổ ích để tăng cường thu nhập cá nhân. về cơ bản thì đây là cuốn sách đáng mua, với giá thành rẻ, bao bì đẹp, lỗi chính tả hầu như không gặp, vận chuyển thì không có bọc gói, gáy sách hơi lỗi nma chấp nhận được. giao hàng cũng nhanh và ổn. kết luận nên mua.","đọc được 1 3 cuốn sách , mình có được góc nhìn rộng hơn về tiền và cách đầu_tư cũng như kiếm tiền . rút được bài_học của những người đi trước , có nhiều lời khuyên bổ_ích để tăng_cường thu_nhập cá_nhân . về cơ_bản thì đây là cuốn sách đáng mua , với giá_thành rẻ , bao_bì đẹp , lỗi chính_tả hầu_như_không gặp , vận_chuyển thì không có bọc gói , gáy sách hơi lỗi nma chấp_nhận được . giao hàng cũng nhanh và ổn . kết_luận nên mua ."
